"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","65","test_type_bad[e1]","tests","Fri Aug 07 00:36:04 UTC 2026","passed","Fri Aug 07 00:36:04 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[new_keys-e7]","tests","Fri Aug 07 00:35:40 UTC 2026","passed","Fri Aug 07 00:35:40 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[osversion]","tests","Fri Aug 07 00:35:52 UTC 2026","passed","Fri Aug 07 00:35:52 UTC 2026","","test_data_types","",""
"
Corrupt one or more synthetic fields, POST→GET, detect the bad fields, then
fail the type check (intentional failure — proves the assert path works).
","16","test_corrupted_fields_fail[three-fields]","tests","Fri Aug 07 00:36:05 UTC 2026","failed","Fri Aug 07 00:36:05 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[packagename]","tests","Fri Aug 07 00:35:57 UTC 2026","passed","Fri Aug 07 00:35:57 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[threatcode]","tests","Fri Aug 07 00:35:56 UTC 2026","passed","Fri Aug 07 00:35:56 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","11","test_negatives[new_keys-e8]","tests","Fri Aug 07 00:35:40 UTC 2026","passed","Fri Aug 07 00:35:40 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[immutabledeviceiddetections]","tests","Fri Aug 07 00:36:02 UTC 2026","passed","Fri Aug 07 00:36:02 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e6]","tests","Fri Aug 07 00:36:04 UTC 2026","passed","Fri Aug 07 00:36:04 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[new_keys-e5]","tests","Fri Aug 07 00:35:40 UTC 2026","passed","Fri Aug 07 00:35:40 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[os_version]","tests","Fri Aug 07 00:35:51 UTC 2026","passed","Fri Aug 07 00:35:51 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e8]","tests","Fri Aug 07 00:36:04 UTC 2026","passed","Fri Aug 07 00:36:04 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[uuid]","tests","Fri Aug 07 00:35:48 UTC 2026","passed","Fri Aug 07 00:35:48 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[devicemanufacturer]","tests","Fri Aug 07 00:35:50 UTC 2026","passed","Fri Aug 07 00:35:50 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","14","test_type_bad[e3]","tests","Fri Aug 07 00:36:04 UTC 2026","passed","Fri Aug 07 00:36:04 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[message]","tests","Fri Aug 07 00:36:03 UTC 2026","passed","Fri Aug 07 00:36:03 UTC 2026","","test_data_types","",""
"
First duplicate POST is accepted and round-trips; the second same body
is blocked with 409 and never stored.
","19","test_duplicates","tests","Fri Aug 07 00:35:43 UTC 2026","passed","Fri Aug 07 00:35:44 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[deviceplatform]","tests","Fri Aug 07 00:35:50 UTC 2026","passed","Fri Aug 07 00:35:50 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","6","test_negatives[value_got_empty-e6]","tests","Fri Aug 07 00:35:41 UTC 2026","passed","Fri Aug 07 00:35:41 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[showthemessage]","tests","Fri Aug 07 00:36:00 UTC 2026","passed","Fri Aug 07 00:36:00 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","16","test_negatives[missing_keys-e1]","tests","Fri Aug 07 00:35:40 UTC 2026","passed","Fri Aug 07 00:35:40 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[immutabledeviceid]","tests","Fri Aug 07 00:35:49 UTC 2026","passed","Fri Aug 07 00:35:49 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[distinct_id]","tests","Fri Aug 07 00:35:53 UTC 2026","passed","Fri Aug 07 00:35:53 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","16","test_negatives[missing_keys-e5]","tests","Fri Aug 07 00:35:40 UTC 2026","passed","Fri Aug 07 00:35:40 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[launch_id]","tests","Fri Aug 07 00:35:56 UTC 2026","passed","Fri Aug 07 00:35:56 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[data]","tests","Fri Aug 07 00:35:58 UTC 2026","passed","Fri Aug 07 00:35:58 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e10]","tests","Fri Aug 07 00:36:04 UTC 2026","passed","Fri Aug 07 00:36:04 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[quitaftermessage]","tests","Fri Aug 07 00:35:55 UTC 2026","passed","Fri Aug 07 00:35:55 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","11","test_negatives[new_keys-e10]","tests","Fri Aug 07 00:35:40 UTC 2026","passed","Fri Aug 07 00:35:40 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","5","test_negatives[value_got_empty-e4]","tests","Fri Aug 07 00:35:41 UTC 2026","passed","Fri Aug 07 00:35:41 UTC 2026","","test_catalog","",""
