"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","16","test_negatives[missing_keys-e8]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","6","test_negatives[value_got_empty-e8]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[showthemessage]","tests","Sat Sep 19 21:09:48 UTC 2026","passed","Sat Sep 19 21:09:48 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","6","test_negatives[value_got_empty-e9]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e2]","tests","Sat Sep 19 21:09:51 UTC 2026","passed","Sat Sep 19 21:09:51 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[appdome_fusion_server_name]","tests","Sat Sep 19 21:09:33 UTC 2026","passed","Sat Sep 19 21:09:33 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","14","test_type_bad[e8]","tests","Sat Sep 19 21:09:52 UTC 2026","passed","Sat Sep 19 21:09:52 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","6","test_negatives[value_got_empty-e7]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","16","test_negatives[missing_keys-e4]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","18","test_negatives[missing_keys-e3]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","17","test_negatives[missing_keys-e7]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
First duplicate POST is accepted and round-trips; the second same body
is blocked with 409 and never stored.
","17","test_duplicates","tests","Sat Sep 19 21:09:30 UTC 2026","passed","Sat Sep 19 21:09:30 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","5","test_negatives[value_got_empty-e4]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[kernelinfo]","tests","Sat Sep 19 21:09:39 UTC 2026","passed","Sat Sep 19 21:09:39 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[deviceplatform]","tests","Sat Sep 19 21:09:38 UTC 2026","passed","Sat Sep 19 21:09:38 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","9","test_negatives[new_keys-e5]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[enforce]","tests","Sat Sep 19 21:09:40 UTC 2026","passed","Sat Sep 19 21:09:40 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","17","test_negatives[missing_keys-e2]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[malware]","tests","Sat Sep 19 21:09:42 UTC 2026","passed","Sat Sep 19 21:09:42 UTC 2026","","test_data_types","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","14","test_boundary[Appdome fusion app token (len=30)]","tests","Sat Sep 19 21:09:29 UTC 2026","passed","Sat Sep 19 21:09:29 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[new_keys-e4]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[empty_got_null-e1]","tests","Sat Sep 19 21:09:27 UTC 2026","passed","Sat Sep 19 21:09:27 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[distinct_id]","tests","Sat Sep 19 21:09:40 UTC 2026","passed","Sat Sep 19 21:09:40 UTC 2026","","test_data_types","",""
