"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","13","test_negatives[missing_keys-e9]","tests","Tue Sep 01 21:29:14 UTC 2026","passed","Tue Sep 01 21:29:14 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","17","test_type_bad[e5]","tests","Tue Sep 01 21:29:38 UTC 2026","passed","Tue Sep 01 21:29:38 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","7","test_negatives[new_keys-e2]","tests","Tue Sep 01 21:29:14 UTC 2026","passed","Tue Sep 01 21:29:14 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[empty_got_null-e1]","tests","Tue Sep 01 21:29:14 UTC 2026","passed","Tue Sep 01 21:29:14 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[appdome_fusion_fused_app_token]","tests","Tue Sep 01 21:29:20 UTC 2026","passed","Tue Sep 01 21:29:20 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[appdome_fusion_app_token]","tests","Tue Sep 01 21:29:19 UTC 2026","passed","Tue Sep 01 21:29:19 UTC 2026","","test_data_types","",""
"
Corrupt one or more synthetic fields, POST→GET, detect the bad fields, then
fail the type check (intentional failure — proves the assert path works).
","14","test_corrupted_fields_fail[one-field]","tests","Tue Sep 01 21:29:39 UTC 2026","failed","Tue Sep 01 21:29:39 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[application]","tests","Tue Sep 01 21:29:21 UTC 2026","passed","Tue Sep 01 21:29:21 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","103","test_type_ok[immutabledeviceid]","tests","Tue Sep 01 21:29:22 UTC 2026","passed","Tue Sep 01 21:29:22 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[unauthorized_ai_assistant]","tests","Tue Sep 01 21:29:35 UTC 2026","passed","Tue Sep 01 21:29:35 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","14","test_type_bad[e6]","tests","Tue Sep 01 21:29:38 UTC 2026","passed","Tue Sep 01 21:29:38 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[reasoncode]","tests","Tue Sep 01 21:29:27 UTC 2026","passed","Tue Sep 01 21:29:27 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[malware]","tests","Tue Sep 01 21:29:28 UTC 2026","passed","Tue Sep 01 21:29:28 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","9","test_negatives[new_keys-e10]","tests","Tue Sep 01 21:29:14 UTC 2026","passed","Tue Sep 01 21:29:14 UTC 2026","","test_catalog","",""
