"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[threatcode]","tests","Thu Aug 20 19:22:35 UTC 2026","passed","Thu Aug 20 19:22:35 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","10","test_type_ok[enforce_feature]","tests","Thu Aug 20 19:22:39 UTC 2026","passed","Thu Aug 20 19:22:39 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","10","test_type_ok[immutabledeviceiddetections]","tests","Thu Aug 20 19:22:41 UTC 2026","passed","Thu Aug 20 19:22:41 UTC 2026","","test_data_types","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","17","test_boundary[Appdome fusion app token (len=30)]","tests","Thu Aug 20 19:22:20 UTC 2026","passed","Thu Aug 20 19:22:20 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[appdome_fusion_app_token]","tests","Thu Aug 20 19:22:24 UTC 2026","passed","Thu Aug 20 19:22:24 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","122","test_type_ok[osversion]","tests","Thu Aug 20 19:22:31 UTC 2026","passed","Thu Aug 20 19:22:31 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","32","test_type_bad[e9]","tests","Thu Aug 20 19:22:44 UTC 2026","passed","Thu Aug 20 19:22:44 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","14","test_type_bad[e10]","tests","Thu Aug 20 19:22:44 UTC 2026","passed","Thu Aug 20 19:22:44 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","34","test_type_bad[e4]","tests","Thu Aug 20 19:22:43 UTC 2026","passed","Thu Aug 20 19:22:44 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","119","test_type_ok[deviceplatform]","tests","Thu Aug 20 19:22:29 UTC 2026","passed","Thu Aug 20 19:22:29 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","30","test_type_ok[appdome_fusion_fused_app_token]","tests","Thu Aug 20 19:22:24 UTC 2026","passed","Thu Aug 20 19:22:24 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[missing_keys-e7]","tests","Thu Aug 20 19:22:18 UTC 2026","passed","Thu Aug 20 19:22:18 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","9","test_negatives[missing_keys-e5]","tests","Thu Aug 20 19:22:18 UTC 2026","passed","Thu Aug 20 19:22:18 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","6","test_negatives[new_keys-e3]","tests","Thu Aug 20 19:22:18 UTC 2026","passed","Thu Aug 20 19:22:18 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","93","test_type_ok[devicemanufacturer]","tests","Thu Aug 20 19:22:28 UTC 2026","passed","Thu Aug 20 19:22:28 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","36","test_negatives[value_got_empty-e6]","tests","Thu Aug 20 19:22:18 UTC 2026","passed","Thu Aug 20 19:22:18 UTC 2026","","test_catalog","",""
