"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[carriername]","tests","Tue Aug 25 19:22:11 UTC 2026","passed","Tue Aug 25 19:22:11 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","5","test_negatives[value_got_empty-e2]","tests","Tue Aug 25 19:21:54 UTC 2026","passed","Tue Aug 25 19:21:54 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","13","test_type_bad[e4]","tests","Tue Aug 25 19:22:18 UTC 2026","passed","Tue Aug 25 19:22:18 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","5","test_negatives[value_got_empty-e1]","tests","Tue Aug 25 19:21:54 UTC 2026","passed","Tue Aug 25 19:21:54 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","16","test_negatives[missing_keys-e6]","tests","Tue Aug 25 19:21:54 UTC 2026","passed","Tue Aug 25 19:21:54 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","10","test_type_ok[app_version]","tests","Tue Aug 25 19:21:58 UTC 2026","passed","Tue Aug 25 19:21:58 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","13","test_type_bad[e5]","tests","Tue Aug 25 19:22:18 UTC 2026","passed","Tue Aug 25 19:22:18 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","9","test_negatives[new_keys-e1]","tests","Tue Aug 25 19:21:53 UTC 2026","passed","Tue Aug 25 19:21:53 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[quitaftermessage]","tests","Tue Aug 25 19:22:09 UTC 2026","passed","Tue Aug 25 19:22:09 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","11","test_negatives[empty_got_null-e1]","tests","Tue Aug 25 19:21:54 UTC 2026","passed","Tue Aug 25 19:21:54 UTC 2026","","test_catalog","",""
