"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[missing_keys-e8]","tests","Fri Sep 11 21:24:11 UTC 2026","passed","Fri Sep 11 21:24:11 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[missing_keys-e5]","tests","Fri Sep 11 21:24:11 UTC 2026","passed","Fri Sep 11 21:24:11 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","11","test_type_bad[e3]","tests","Fri Sep 11 21:24:35 UTC 2026","passed","Fri Sep 11 21:24:35 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","12","test_type_bad[e4]","tests","Fri Sep 11 21:24:35 UTC 2026","passed","Fri Sep 11 21:24:35 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[os_version]","tests","Fri Sep 11 21:24:22 UTC 2026","passed","Fri Sep 11 21:24:22 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","10","test_type_ok[enforce_feature]","tests","Fri Sep 11 21:24:30 UTC 2026","passed","Fri Sep 11 21:24:30 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","10","test_type_ok[dispatchappnotification]","tests","Fri Sep 11 21:24:32 UTC 2026","passed","Fri Sep 11 21:24:32 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","7","test_negatives[new_keys-e1]","tests","Fri Sep 11 21:24:11 UTC 2026","passed","Fri Sep 11 21:24:11 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","10","test_type_ok[immutabledeviceiddetections]","tests","Fri Sep 11 21:24:33 UTC 2026","passed","Fri Sep 11 21:24:33 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","4","test_negatives[value_got_empty-e2]","tests","Fri Sep 11 21:24:11 UTC 2026","passed","Fri Sep 11 21:24:11 UTC 2026","","test_catalog","",""
