"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Sends replay deliveries under one case_id, then asserts GET returns the
same number of events we POSTed (2→2, 1→1) with matching payloads.
","17","test_replay","tests","Mon Aug 03 18:59:42 UTC 2026","passed","Mon Aug 03 18:59:42 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[distinct_id]","tests","Mon Aug 03 18:59:51 UTC 2026","passed","Mon Aug 03 18:59:51 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","6","test_negatives[value_got_empty-e4]","tests","Mon Aug 03 18:59:39 UTC 2026","passed","Mon Aug 03 18:59:39 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e5]","tests","Mon Aug 03 19:00:02 UTC 2026","passed","Mon Aug 03 19:00:02 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","6","test_negatives[value_got_empty-e3]","tests","Mon Aug 03 18:59:39 UTC 2026","passed","Mon Aug 03 18:59:39 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[appdome_fusion_fused_app_token]","tests","Mon Aug 03 18:59:44 UTC 2026","passed","Mon Aug 03 18:59:44 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[os_version]","tests","Mon Aug 03 18:59:49 UTC 2026","passed","Mon Aug 03 18:59:49 UTC 2026","","test_data_types","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","14","test_boundary[Appdome fusion app token (len=29)]","tests","Mon Aug 03 18:59:40 UTC 2026","passed","Mon Aug 03 18:59:40 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[uuid]","tests","Mon Aug 03 18:59:46 UTC 2026","passed","Mon Aug 03 18:59:47 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","9","test_negatives[new_keys-e4]","tests","Mon Aug 03 18:59:38 UTC 2026","passed","Mon Aug 03 18:59:38 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[application]","tests","Mon Aug 03 18:59:45 UTC 2026","passed","Mon Aug 03 18:59:45 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","5","test_negatives[empty_got_null-e10]","tests","Mon Aug 03 18:59:39 UTC 2026","passed","Mon Aug 03 18:59:39 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[data]","tests","Mon Aug 03 18:59:56 UTC 2026","passed","Mon Aug 03 18:59:56 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e4]","tests","Mon Aug 03 19:00:02 UTC 2026","passed","Mon Aug 03 19:00:02 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","10","test_negatives[new_keys-e5]","tests","Mon Aug 03 18:59:38 UTC 2026","passed","Mon Aug 03 18:59:38 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e8]","tests","Mon Aug 03 19:00:03 UTC 2026","passed","Mon Aug 03 19:00:03 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","6","test_negatives[value_got_empty-e6]","tests","Mon Aug 03 18:59:39 UTC 2026","passed","Mon Aug 03 18:59:39 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","9","test_negatives[new_keys-e6]","tests","Mon Aug 03 18:59:38 UTC 2026","passed","Mon Aug 03 18:59:38 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[device_id]","tests","Mon Aug 03 18:59:48 UTC 2026","passed","Mon Aug 03 18:59:48 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","16","test_negatives[missing_keys-e4]","tests","Mon Aug 03 18:59:39 UTC 2026","passed","Mon Aug 03 18:59:39 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e7]","tests","Mon Aug 03 19:00:03 UTC 2026","passed","Mon Aug 03 19:00:03 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[app_version]","tests","Mon Aug 03 18:59:43 UTC 2026","passed","Mon Aug 03 18:59:43 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[quitaftermessage]","tests","Mon Aug 03 18:59:53 UTC 2026","passed","Mon Aug 03 18:59:53 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","10","test_negatives[new_keys-e10]","tests","Mon Aug 03 18:59:39 UTC 2026","passed","Mon Aug 03 18:59:39 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","9","test_negatives[new_keys-e2]","tests","Mon Aug 03 18:59:38 UTC 2026","passed","Mon Aug 03 18:59:38 UTC 2026","","test_catalog","",""
