"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","8","test_negatives[new_keys-e2]","tests","Thu Sep 03 21:28:02 UTC 2026","passed","Thu Sep 03 21:28:02 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","52","test_type_bad[e1]","tests","Thu Sep 03 21:28:26 UTC 2026","passed","Thu Sep 03 21:28:26 UTC 2026","","test_data_types","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","13","test_boundary[time=0]","tests","Thu Sep 03 21:28:03 UTC 2026","passed","Thu Sep 03 21:28:03 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","446","test_type_ok[os_version]","tests","Thu Sep 03 21:28:13 UTC 2026","passed","Thu Sep 03 21:28:13 UTC 2026","","test_data_types","",""
"
Sends replay deliveries under one case_id, then asserts GET returns the
same number of events we POSTed (2→2, 1→1) with matching payloads.
","17","test_replay","tests","Thu Sep 03 21:28:06 UTC 2026","passed","Thu Sep 03 21:28:06 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[quitaftermessage]","tests","Thu Sep 03 21:28:17 UTC 2026","passed","Thu Sep 03 21:28:17 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","12","test_type_bad[e5]","tests","Thu Sep 03 21:28:27 UTC 2026","passed","Thu Sep 03 21:28:27 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[enforce]","tests","Thu Sep 03 21:28:15 UTC 2026","passed","Thu Sep 03 21:28:15 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","9","test_negatives[new_keys-e8]","tests","Thu Sep 03 21:28:02 UTC 2026","passed","Thu Sep 03 21:28:02 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[uuid]","tests","Thu Sep 03 21:28:10 UTC 2026","passed","Thu Sep 03 21:28:10 UTC 2026","","test_data_types","",""
