"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[devicemanufacturer]","tests","Sun Aug 23 19:13:52 UTC 2026","passed","Sun Aug 23 19:13:52 UTC 2026","","test_data_types","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","14","test_boundary[time=-1]","tests","Sun Aug 23 19:13:43 UTC 2026","passed","Sun Aug 23 19:13:43 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[osversion]","tests","Sun Aug 23 19:13:54 UTC 2026","passed","Sun Aug 23 19:13:54 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e7]","tests","Sun Aug 23 19:14:06 UTC 2026","passed","Sun Aug 23 19:14:06 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[distinct_id]","tests","Sun Aug 23 19:13:54 UTC 2026","passed","Sun Aug 23 19:13:54 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[timezone]","tests","Sun Aug 23 19:14:06 UTC 2026","passed","Sun Aug 23 19:14:06 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","14","test_type_bad[e6]","tests","Sun Aug 23 19:14:06 UTC 2026","passed","Sun Aug 23 19:14:06 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[app_version]","tests","Sun Aug 23 19:13:47 UTC 2026","passed","Sun Aug 23 19:13:47 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[host]","tests","Sun Aug 23 19:14:00 UTC 2026","passed","Sun Aug 23 19:14:00 UTC 2026","","test_data_types","",""
"
First duplicate POST is accepted and round-trips; the second same body
is blocked with 409 and never stored.
","17","test_duplicates","tests","Sun Aug 23 19:13:45 UTC 2026","passed","Sun Aug 23 19:13:45 UTC 2026","","test_catalog","",""
"
Sends replay deliveries under one case_id, then asserts GET returns the
same number of events we POSTed (2→2, 1→1) with matching payloads.
","17","test_replay","tests","Sun Aug 23 19:13:46 UTC 2026","passed","Sun Aug 23 19:13:46 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","5","test_negatives[value_got_empty-e10]","tests","Sun Aug 23 19:13:43 UTC 2026","passed","Sun Aug 23 19:13:43 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[reasoncode]","tests","Sun Aug 23 19:13:56 UTC 2026","passed","Sun Aug 23 19:13:56 UTC 2026","","test_data_types","",""
