"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[dispatchappnotification]","tests","Sun Sep 13 21:11:57 UTC 2026","passed","Sun Sep 13 21:11:57 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","3","test_negatives[value_got_empty-e10]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","4","test_negatives[value_got_empty-e7]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","3","test_negatives[value_got_empty-e1]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","12","test_negatives[new_keys-e10]","tests","Sun Sep 13 21:11:34 UTC 2026","passed","Sun Sep 13 21:11:34 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","61","test_type_ok[unauthorized_ai_assistant]","tests","Sun Sep 13 21:11:56 UTC 2026","passed","Sun Sep 13 21:11:56 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","35","test_negatives[missing_keys-e6]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","62","test_negatives[missing_keys-e2]","tests","Sun Sep 13 21:11:34 UTC 2026","passed","Sun Sep 13 21:11:34 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","26","test_negatives[new_keys-e9]","tests","Sun Sep 13 21:11:34 UTC 2026","passed","Sun Sep 13 21:11:34 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","8","test_type_ok[carriername]","tests","Sun Sep 13 21:11:52 UTC 2026","passed","Sun Sep 13 21:11:52 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","79","test_type_ok[kernelinfo]","tests","Sun Sep 13 21:11:47 UTC 2026","passed","Sun Sep 13 21:11:47 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","9","test_negatives[missing_keys-e10]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","8","test_type_ok[appdome_fusion_fused_app_token]","tests","Sun Sep 13 21:11:41 UTC 2026","passed","Sun Sep 13 21:11:41 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","118","test_negatives[new_keys-e5]","tests","Sun Sep 13 21:11:33 UTC 2026","passed","Sun Sep 13 21:11:33 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","3","test_negatives[value_got_empty-e6]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","14","test_type_ok[distinct_id]","tests","Sun Sep 13 21:11:48 UTC 2026","passed","Sun Sep 13 21:11:48 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","9","test_negatives[missing_keys-e9]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","13","test_type_bad[e9]","tests","Sun Sep 13 21:12:00 UTC 2026","passed","Sun Sep 13 21:12:00 UTC 2026","","test_data_types","",""
"
Sends each positive catalog event, GETs it back (round-trip), then runs the
same nested rules as negatives and expects no findings.
","10","test_positives","tests","Sun Sep 13 21:11:32 UTC 2026","passed","Sun Sep 13 21:11:32 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","33","test_negatives[missing_keys-e1]","tests","Sun Sep 13 21:11:34 UTC 2026","passed","Sun Sep 13 21:11:34 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","8","test_negatives[empty_got_null-e1]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","8","test_type_ok[servicename]","tests","Sun Sep 13 21:11:54 UTC 2026","passed","Sun Sep 13 21:11:54 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","29","test_negatives[new_keys-e4]","tests","Sun Sep 13 21:11:33 UTC 2026","passed","Sun Sep 13 21:11:33 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","23","test_negatives[new_keys-e2]","tests","Sun Sep 13 21:11:33 UTC 2026","passed","Sun Sep 13 21:11:33 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","97","test_type_ok[showthemessage]","tests","Sun Sep 13 21:11:56 UTC 2026","passed","Sun Sep 13 21:11:56 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","3","test_negatives[value_got_empty-e5]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","10","test_boundary[Appdome fusion app token (len=29)]","tests","Sun Sep 13 21:11:36 UTC 2026","passed","Sun Sep 13 21:11:36 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","143","test_type_ok[appname]","tests","Sun Sep 13 21:11:43 UTC 2026","passed","Sun Sep 13 21:11:43 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","119","test_negatives[missing_keys-e3]","tests","Sun Sep 13 21:11:34 UTC 2026","passed","Sun Sep 13 21:11:34 UTC 2026","","test_catalog","",""
"
First duplicate POST is accepted and round-trips; the second same body
is blocked with 409 and never stored.
","13","test_duplicates","tests","Sun Sep 13 21:11:38 UTC 2026","passed","Sun Sep 13 21:11:38 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","3","test_negatives[value_got_empty-e8]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","13","test_type_bad[e5]","tests","Sun Sep 13 21:11:59 UTC 2026","passed","Sun Sep 13 21:11:59 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","118","test_type_ok[appdome_fusion_app_token]","tests","Sun Sep 13 21:11:40 UTC 2026","passed","Sun Sep 13 21:11:41 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","13","test_type_bad[e7]","tests","Sun Sep 13 21:12:00 UTC 2026","passed","Sun Sep 13 21:12:00 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","12","test_type_bad[e3]","tests","Sun Sep 13 21:11:59 UTC 2026","passed","Sun Sep 13 21:11:59 UTC 2026","","test_data_types","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","9","test_boundary[time=0]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[externalid]","tests","Sun Sep 13 21:11:58 UTC 2026","passed","Sun Sep 13 21:11:58 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","8","test_type_ok[application]","tests","Sun Sep 13 21:11:42 UTC 2026","passed","Sun Sep 13 21:11:42 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","10","test_type_ok[uuid]","tests","Sun Sep 13 21:11:43 UTC 2026","passed","Sun Sep 13 21:11:43 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","28","test_negatives[new_keys-e7]","tests","Sun Sep 13 21:11:34 UTC 2026","passed","Sun Sep 13 21:11:34 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[timezone]","tests","Sun Sep 13 21:11:59 UTC 2026","passed","Sun Sep 13 21:11:59 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","74","test_negatives[missing_keys-e8]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[installationid]","tests","Sun Sep 13 21:11:54 UTC 2026","passed","Sun Sep 13 21:11:54 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[reasondata]","tests","Sun Sep 13 21:11:49 UTC 2026","passed","Sun Sep 13 21:11:49 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","14","test_type_bad[e4]","tests","Sun Sep 13 21:11:59 UTC 2026","passed","Sun Sep 13 21:11:59 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[message]","tests","Sun Sep 13 21:11:58 UTC 2026","passed","Sun Sep 13 21:11:58 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[quitaftermessage]","tests","Sun Sep 13 21:11:50 UTC 2026","passed","Sun Sep 13 21:11:50 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","7","test_negatives[new_keys-e1]","tests","Sun Sep 13 21:11:33 UTC 2026","passed","Sun Sep 13 21:11:33 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","4","test_negatives[value_got_empty-e9]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","11","test_type_bad[e2]","tests","Sun Sep 13 21:11:59 UTC 2026","passed","Sun Sep 13 21:11:59 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","30","test_negatives[new_keys-e8]","tests","Sun Sep 13 21:11:34 UTC 2026","passed","Sun Sep 13 21:11:34 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","59","test_type_ok[packagename]","tests","Sun Sep 13 21:11:52 UTC 2026","passed","Sun Sep 13 21:11:52 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[value_got_empty-e2]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","11","test_type_bad[e8]","tests","Sun Sep 13 21:12:00 UTC 2026","passed","Sun Sep 13 21:12:00 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","8","test_type_ok[devicemanufacturer]","tests","Sun Sep 13 21:11:45 UTC 2026","passed","Sun Sep 13 21:11:45 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","8","test_type_ok[threatcode]","tests","Sun Sep 13 21:11:51 UTC 2026","passed","Sun Sep 13 21:11:51 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","8","test_type_ok[reasoncode]","tests","Sun Sep 13 21:11:49 UTC 2026","passed","Sun Sep 13 21:11:49 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","8","test_type_ok[malware]","tests","Sun Sep 13 21:11:50 UTC 2026","passed","Sun Sep 13 21:11:50 UTC 2026","","test_data_types","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","9","test_boundary[time=-1]","tests","Sun Sep 13 21:11:36 UTC 2026","passed","Sun Sep 13 21:11:36 UTC 2026","","test_catalog","",""
"
First POST fails (500, server could not accept); retry with the valid event succeeds
(200) and GET returns that event.
","12","test_retry","tests","Sun Sep 13 21:11:37 UTC 2026","passed","Sun Sep 13 21:11:37 UTC 2026","","test_catalog","",""
"
Corrupt one or more synthetic fields, POST→GET, detect the bad fields, then
fail the type check (intentional failure — proves the assert path works).
","12","test_corrupted_fields_fail[three-fields]","tests","Sun Sep 13 21:12:00 UTC 2026","failed","Sun Sep 13 21:12:00 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","122","test_negatives[new_keys-e6]","tests","Sun Sep 13 21:11:33 UTC 2026","passed","Sun Sep 13 21:11:34 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","4","test_negatives[value_got_empty-e4]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","14","test_negatives[missing_keys-e5]","tests","Sun Sep 13 21:11:35 UTC 2026","passed","Sun Sep 13 21:11:35 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[host]","tests","Sun Sep 13 21:11:53 UTC 2026","passed","Sun Sep 13 21:11:53 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","9","test_type_ok[immutabledeviceiddetections]","tests","Sun Sep 13 21:11:57 UTC 2026","passed","Sun Sep 13 21:11:57 UTC 2026","","test_data_types","",""
