"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","15","test_boundary[time=0]","tests","Mon Aug 03 17:47:31 UTC 2026","passed","Mon Aug 03 17:47:31 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","6","test_negatives[value_got_empty-e3]","tests","Mon Aug 03 17:47:31 UTC 2026","passed","Mon Aug 03 17:47:31 UTC 2026","","test_catalog","",""
"
Corrupt one or more synthetic fields, POST→GET, detect the bad fields, then
fail the type check (intentional failure — proves the assert path works).
","17","test_corrupted_fields_fail[three-fields]","tests","Mon Aug 03 17:47:56 UTC 2026","failed","Mon Aug 03 17:47:56 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[packagename]","tests","Mon Aug 03 17:47:47 UTC 2026","passed","Mon Aug 03 17:47:47 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","16","test_type_bad[e10]","tests","Mon Aug 03 17:47:55 UTC 2026","passed","Mon Aug 03 17:47:55 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e4]","tests","Mon Aug 03 17:47:55 UTC 2026","passed","Mon Aug 03 17:47:55 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","6","test_negatives[empty_got_null-e8]","tests","Mon Aug 03 17:47:31 UTC 2026","passed","Mon Aug 03 17:47:31 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","6","test_negatives[value_got_empty-e1]","tests","Mon Aug 03 17:47:31 UTC 2026","passed","Mon Aug 03 17:47:31 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","6","test_negatives[value_got_empty-e8]","tests","Mon Aug 03 17:47:31 UTC 2026","passed","Mon Aug 03 17:47:31 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","16","test_type_bad[e9]","tests","Mon Aug 03 17:47:55 UTC 2026","passed","Mon Aug 03 17:47:55 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e5]","tests","Mon Aug 03 17:47:55 UTC 2026","passed","Mon Aug 03 17:47:55 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","6","test_negatives[value_got_empty-e7]","tests","Mon Aug 03 17:47:31 UTC 2026","passed","Mon Aug 03 17:47:31 UTC 2026","","test_catalog","",""
"
First duplicate POST is accepted and round-trips; the second same body
is blocked with 409 and never stored.
","19","test_duplicates","tests","Mon Aug 03 17:47:34 UTC 2026","passed","Mon Aug 03 17:47:34 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","14","test_type_ok[application]","tests","Mon Aug 03 17:47:38 UTC 2026","passed","Mon Aug 03 17:47:38 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","8","test_negatives[new_keys-e5]","tests","Mon Aug 03 17:47:30 UTC 2026","passed","Mon Aug 03 17:47:30 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","12","test_negatives[missing_keys-e8]","tests","Mon Aug 03 17:47:31 UTC 2026","passed","Mon Aug 03 17:47:31 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","15","test_type_bad[e6]","tests","Mon Aug 03 17:47:55 UTC 2026","passed","Mon Aug 03 17:47:55 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[immutabledeviceiddetections]","tests","Mon Aug 03 17:47:53 UTC 2026","passed","Mon Aug 03 17:47:53 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
Logs every matching key for that case, or nothing to validate.
","7","test_negatives[value_got_empty-e9]","tests","Mon Aug 03 17:47:31 UTC 2026","passed","Mon Aug 03 17:47:31 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[appdome_fusion_server_name]","tests","Mon Aug 03 17:47:37 UTC 2026","passed","Mon Aug 03 17:47:37 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[device_id]","tests","Mon Aug 03 17:47:40 UTC 2026","passed","Mon Aug 03 17:47:40 UTC 2026","","test_data_types","",""
