"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[externalid]","tests","Wed Aug 05 20:20:31 UTC 2026","passed","Wed Aug 05 20:20:31 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","14","test_type_bad[e9]","tests","Wed Aug 05 20:20:33 UTC 2026","passed","Wed Aug 05 20:20:33 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","5","test_negatives[value_got_empty-e7]","tests","Wed Aug 05 20:20:08 UTC 2026","passed","Wed Aug 05 20:20:08 UTC 2026","","test_catalog","",""
"
One boundary case per pytest run (named by the key we changed).
Negative edges (time=-1, short token) get the dashboard (N) tag.
","13","test_boundary[Appdome fusion app token (len=29)]","tests","Wed Aug 05 20:20:09 UTC 2026","passed","Wed Aug 05 20:20:09 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[showthemessage]","tests","Wed Aug 05 20:20:29 UTC 2026","passed","Wed Aug 05 20:20:29 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","122","test_type_ok[deviceplatform]","tests","Wed Aug 05 20:20:18 UTC 2026","passed","Wed Aug 05 20:20:18 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","10","test_type_ok[appname]","tests","Wed Aug 05 20:20:15 UTC 2026","passed","Wed Aug 05 20:20:15 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","4","test_negatives[value_got_empty-e3]","tests","Wed Aug 05 20:20:08 UTC 2026","passed","Wed Aug 05 20:20:08 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","9","test_negatives[new_keys-e9]","tests","Wed Aug 05 20:20:08 UTC 2026","passed","Wed Aug 05 20:20:08 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[message]","tests","Wed Aug 05 20:20:31 UTC 2026","passed","Wed Aug 05 20:20:31 UTC 2026","","test_data_types","",""
