"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Sends each positive catalog event, GETs it back (round-trip), then runs the
same nested rules as negatives and expects no findings.
","11","test_positives","tests","Sun Aug 16 19:12:18 UTC 2026","passed","Sun Aug 16 19:12:18 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[enforce]","tests","Sun Aug 16 19:12:31 UTC 2026","passed","Sun Aug 16 19:12:31 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[appdome_fusion_server_name]","tests","Sun Aug 16 19:12:25 UTC 2026","passed","Sun Aug 16 19:12:25 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","8","test_negatives[new_keys-e1]","tests","Sun Aug 16 19:12:18 UTC 2026","passed","Sun Aug 16 19:12:18 UTC 2026","","test_catalog","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","12","test_type_bad[e6]","tests","Sun Aug 16 19:12:42 UTC 2026","passed","Sun Aug 16 19:12:42 UTC 2026","","test_data_types","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","13","test_type_ok[kernelinfo]","tests","Sun Aug 16 19:12:29 UTC 2026","passed","Sun Aug 16 19:12:29 UTC 2026","","test_data_types","",""
"
One test per validation event (e1 … e10). POST→GET the row as-is, then
list every EventsSchema type mismatch once.
","13","test_type_bad[e2]","tests","Sun Aug 16 19:12:42 UTC 2026","passed","Sun Aug 16 19:12:42 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","10","test_negatives[empty_got_null-e1]","tests","Sun Aug 16 19:12:19 UTC 2026","passed","Sun Aug 16 19:12:19 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","12","test_type_ok[dispatchappnotification]","tests","Sun Aug 16 19:12:39 UTC 2026","passed","Sun Aug 16 19:12:39 UTC 2026","","test_data_types","",""
"
First duplicate POST is accepted and round-trips; the second same body
is blocked with 409 and never stored.
","17","test_duplicates","tests","Sun Aug 16 19:12:21 UTC 2026","passed","Sun Aug 16 19:12:21 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","8","test_negatives[new_keys-e10]","tests","Sun Aug 16 19:12:18 UTC 2026","passed","Sun Aug 16 19:12:18 UTC 2026","","test_catalog","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","14","test_negatives[missing_keys-e7]","tests","Sun Aug 16 19:12:18 UTC 2026","passed","Sun Aug 16 19:12:18 UTC 2026","","test_catalog","",""
"
POSTs the synthetic event, GETs it back and checks the receiver stored the
same payload, then checks one field against EventsSchema (must fit).
","11","test_type_ok[application]","tests","Sun Aug 16 19:12:25 UTC 2026","passed","Sun Aug 16 19:12:25 UTC 2026","","test_data_types","",""
"
Each rule has its own events (new_keys-e1, missing_keys-e1, …).
POST→GET equals sent, then asserts the named rule produces findings
(opposite of positives), and logs every matching key.
","8","test_negatives[new_keys-e9]","tests","Sun Aug 16 19:12:18 UTC 2026","passed","Sun Aug 16 19:12:18 UTC 2026","","test_catalog","",""
